0.0120264385,-0.5695667,8.061583e-05,-2.8116286,-0.005384362,3.0108533,0.59247965,3.9810894,3.9943721,1
0.012027352,-0.56954414,8.50156e-05,-2.8117194,-0.0055541135,3.0106754,0.5926637,4.0,4.0,1
0.012049654,-0.5695514,4.710609e-05,-2.8117375,-0.005725135,3.0104399,0.5927863,4.0,4.0,1
0.012082419,-0.56956923,-1.0053076e-05,-2.81172,-0.0058910856,3.010219,0.59290653,4.0,4.0,1
0.012122067,-0.5695878,-7.790853e-05,-2.8116982,-0.0060548247,3.0100176,0.5930257,4.0,4.0,1
0.0121661,-0.5696049,-0.00015034515,-2.8116777,-0.006217756,3.0098355,0.5931451,4.0,4.0,1
0.012213094,-0.5696202,-0.00022606523,-2.8116589,-0.006379952,3.0096722,0.59326386,4.0,4.0,1
0.012262138,-0.56963444,-0.00030461073,-2.8116417,-0.006541479,3.0095234,0.59338254,4.0,4.0,1
0.012263604,-0.5696204,-0.00029971238,-2.8117182,-0.0067616682,2.9874027,0.5933938,4.0,4.0,1
0.012265072,-0.5695922,-0.00029497835,-2.8118212,-0.006937218,2.965053,0.5935125,4.0,4.0,1
0.012266804,-0.56956434,-0.00029022235,-2.811926,-0.007116572,2.9427,0.5936265,4.0,4.0,1
0.012268477,-0.5695367,-0.000285476,-2.812032,-0.007299428,2.920341,0.59373736,4.0,4.0,1
0.012270173,-0.5695091,-0.00028072522,-2.8121402,-0.0074856924,2.89798,0.59384507,4.0,4.0,1
0.0122716585,-0.56948155,-0.0002760088,-2.8122504,-0.007675453,2.8756156,0.59395003,4.0,4.0,1
0.012272968,-0.56945425,-0.0002713117,-2.8123627,-0.0078687575,2.8532462,0.5940518,4.0,4.0,1
0.012274285,-0.5694269,-0.00026661917,-2.812477,-0.008065087,2.8308728,0.5941501,4.0,4.0,1
0.012275794,-0.56939965,-0.000261928,-2.812593,-0.008263627,2.8084955,0.5942446,4.0,4.0,1
0.012277023,-0.56937236,-0.00025726808,-2.8127103,-0.00846544,2.786116,0.5943354,4.0,4.0,1
0.012278105,-0.56934506,-0.00025264538,-2.81283,-0.008670185,2.7637322,0.5944235,4.0,4.0,1
0.01227915,-0.5693179,-0.00024803728,-2.8129516,-0.008877062,2.7413468,0.5945079,4.0,4.0,1
0.012280584,-0.5692908,-0.00024337927,-2.813075,-0.009083229,2.7189593,0.5945867,4.0,4.0,1
0.01228166,-0.5692638,-0.00023878276,-2.8131995,-0.00929241,2.6965706,0.594663,4.0,4.0,1
0.012282655,-0.5692368,-0.00023421105,-2.8133256,-0.009502637,2.674179,0.59473497,4.0,4.0,1
0.012283706,-0.56920975,-0.0002296308,-2.813453,-0.009712977,2.651786,0.59480286,4.0,4.0,1
0.012284562,-0.5691829,-0.00022511002,-2.8135815,-0.00992423,2.6293917,0.59486777,4.0,4.0,1
0.012285404,-0.569156,-0.00022061054,-2.813711,-0.010135037,2.606997,0.59492874,4.0,4.0,1
0.012286254,-0.5691291,-0.0002161066,-2.8138404,-0.010344709,2.584602,0.59498584,4.0,4.0,1
0.012286993,-0.56910217,-0.00021163544,-2.8139708,-0.010553408,2.562209,0.5950389,4.0,4.0,1
0.0122879725,-0.56907535,-0.00020713113,-2.8141017,-0.01075824,2.5398161,0.5950864,4.0,4.0,1
0.012288999,-0.56904864,-0.00020264364,-2.8142326,-0.010959982,2.5174243,0.5951289,4.0,4.0,1
0.012289586,-0.56902194,-0.00019823806,-2.8143635,-0.011163568,2.4950347,0.59517086,4.0,4.0,1
0.0122905085,-0.56899536,-0.00019377627,-2.8144946,-0.011360835,2.472647,0.59520715,4.0,4.0,1
0.012291185,-0.5689687,-0.0001893697,-2.8146248,-0.011557082,2.450262,0.59524107,4.0,4.0,1
0.012292034,-0.5689421,-0.00018497246,-2.8147542,-0.011747198,2.4278812,0.59526885,4.0,4.0,1
0.012292992,-0.56891584,-0.00018054628,-2.8148828,-0.011932689,2.4055042,0.5952928,4.0,4.0,1
0.012293849,-0.56888956,-0.00017614871,-2.8150105,-0.012114677,2.3831322,0.59531224,4.0,4.0,1
0.012294812,-0.5688636,-0.0001717496,-2.8151374,-0.012291794,2.3607647,0.59532833,4.0,4.0,1
0.0122956475,-0.5688375,-0.0001673863,-2.8152637,-0.012466716,2.3384018,0.5953418,4.0,4.0,1
0.012296596,-0.5688117,-0.00016300297,-2.8153884,-0.012635929,2.3160443,0.595351,4.0,4.0,1
0.012350007,-0.56743497,-0.00017084077,-2.8125246,-0.012707959,2.3173382,0.5955052,4.0,4.0,1
0.012396475,-0.5671028,-0.00020700147,-2.8117697,-0.012829729,2.3191416,0.5954897,4.0,4.0,1
0.012441483,-0.5671152,-0.00025172395,-2.8117974,-0.012954579,2.3208086,0.5954925,4.0,4.0,1
0.012489438,-0.56721926,-0.00030283292,-2.8120277,-0.0130735785,2.3223186,0.5955027,4.0,4.0,1
0.012540729,-0.5673418,-0.00035917692,-2.8122952,-0.013183376,2.3236766,0.5955155,4.0,4.0,1
